availability_30,availability_60,availability_90,availability_365
29,59,89,364
0,0,0,0
30,60,90,365
24,47,77,335
30,60,90,365
6,36,66,341
30,60,90,365
0,0,0,0
30,60,90,365
10,10,17,18
17,47,76,351
29,59,89,364
30,60,90,180
0,0,28,28
28,58,88,363
30,60,90,365
3,16,33,274
10,19,31,274
0,0,0,1
26,55,85,360
25,37,37,37
14,43,73,348
0,0,3,3
0,0,0,0
3,5,15,192
0,0,0,0
27,57,87,267
0,0,0,0
28,58,88,88
4,8,8,8
23,53,83,83
0,0,0,0
18,48,78,78
20,46,69,159
0,0,0,0
30,60,90,365
12,24,42,251
20,41,71,208
17,47,77,77
18,46,76,77
30,60,90,365
8,15,35,112
0,0,0,0
0,0,0,0
3,9,26,75
12,26,27,27
17,36,58,140
4,14,41,273
6,19,36,275
9,13,13,13
30,60,90,90
30,60,90,365
3,3,3,3
30,60,90,365
0,0,0,0
29,59,89,364
17,47,77,352
30,60,86,175
10,28,58,148
5,12,42,309
0,0,0,0
19,49,79,354
0,0,0,1
30,60,90,365
29,59,89,89
5,16,16,16
30,60,90,365
4,12,31,190
7,25,51,51
6,6,6,6
30,60,90,365
0,0,0,0
13,43,73,316
5,22,44,273
2,2,2,2
30,60,90,365
5,17,30,100
15,45,75,75
25,55,81,355
30,60,90,365
10,34,49,310
9,39,69,69
7,13,36,277
8,11,20,29
28,58,88,363
15,37,67,342
19,27,27,27
0,0,0,0
30,60,90,365
9,22,44,69
0,0,0,188
16,46,75,161
29,59,89,364
7,16,24,262
0,0,0,0
30,60,90,365
29,59,89,364
28,58,88,362
13,37,64,339
30,60,90,365
30,60,90,365
30,51,51,51
30,60,90,365
30,60,90,112
30,60,90,365
0,0,0,0
0,8,38,39
10,14,38,308
5,32,62,131
18,48,78,78
30,60,90,90
7,22,48,226
30,60,90,122
30,60,90,240
0,6,36,126
7,25,55,55
2,22,34,246
28,58,80,120
0,0,0,0
29,59,89,364
19,49,79,354
30,60,90,90
18,32,51,301
19,49,74,345
5,13,24,185
30,60,90,365
29,59,89,364
0,0,0,0
13,38,68,343
19,45,75,75
0,0,0,47
20,40,59,102
0,0,0,0
29,50,53,53
0,0,0,225
25,55,85,360
13,36,66,328
17,18,18,19
1,1,14,96
7,37,67,67
15,45,75,350
27,57,87,177
0,0,6,251
23,53,83,358
6,31,61,336
23,23,23,23
29,59,89,179
0,0,0,0
29,59,89,179
30,60,90,365
29,59,89,364
29,59,89,364
29,59,89,364
30,60,90,90
3,20,50,251
29,43,58,306
11,35,65,331
30,60,90,365
23,49,70,322
27,57,87,312
0,0,0,0
9,38,68,343
0,0,0,0
30,60,90,365
19,19,19,186
0,0,0,0
30,60,90,365
30,60,90,365
9,9,9,9
0,0,0,274
0,0,0,0
30,60,90,90
0,5,25,93
9,39,69,344
30,60,90,365
29,59,89,347
14,33,55,298
29,59,89,179
29,59,89,89
23,53,83,173
0,0,0,199
12,30,30,221
15,45,52,52
0,0,0,60
16,22,44,96
12,31,45,313
30,60,90,90
26,56,84,198
10,18,29,251
18,18,18,18
30,60,84,359
29,59,89,364
30,60,90,365
30,60,90,365
0,0,0,0
0,0,0,0
29,59,89,89
29,59,89,364
0,0,0,0
0,0,0,0
0,0,0,206
29,59,89,89
30,60,90,365
0,0,0,126
23,43,73,163
20,20,20,20
28,58,88,332
9,28,43,314
29,59,89,179
30,60,90,180
30,60,90,365
30,60,90,90
23,53,83,83
0,0,0,0
30,60,90,365
10,37,64,178
0,0,0,32
20,47,73,348
27,57,87,267
0,0,0,0
4,11,17,226
30,60,90,365
29,59,89,364
10,27,37,270
18,48,74,334
22,52,81,172
3,5,10,169
22,49,79,216
13,20,28,187
9,39,69,115
28,58,88,363
3,3,3,3
0,6,36,126
15,45,75,350
0,4,4,19
15,30,56,56
0,0,0,211
23,53,83,358
30,60,90,90
29,59,89,160
28,58,88,363
30,60,90,365
6,6,6,6
0,0,0,0
29,55,76,158
10,32,62,337
0,0,0,0
27,57,87,357
4,34,64,148
21,37,55,279
8,38,68,158
30,60,90,90
29,45,75,255
30,60,90,365
27,57,87,362
30,60,90,365
0,16,16,274
29,59,89,364
29,59,89,89
30,60,90,365
30,60,90,91
27,57,87,178
30,60,90,365
30,60,90,365
29,59,89,89
0,0,8,8
24,54,84,359
30,60,90,180
7,19,32,279
27,57,87,362
7,7,7,7
0,0,0,66
30,60,90,365
9,27,57,57
0,0,0,26
0,0,8,8
9,39,69,344
30,60,82,82
19,49,79,79
6,34,64,154
20,50,80,355
11,29,56,252
19,41,71,346
0,0,0,0
6,24,42,123
27,47,77,352
29,59,89,364
29,59,89,89
19,49,75,345
30,60,90,365
0,0,0,0
0,0,0,0
0,0,0,0
13,31,56,320
27,57,87,362
30,58,84,350
23,53,83,243
30,60,90,362
0,0,0,34
6,36,66,156
12,35,65,151
0,0,0,41
28,58,88,363
24,54,84,359
19,49,79,216
11,11,20,20
29,51,63,181
8,30,37,37
0,0,0,0
19,49,79,169
29,59,89,181
3,26,56,331
9,31,57,288
7,18,48,323
14,23,23,130
23,53,83,83
0,5,35,310
29,59,89,179
20,46,76,286
10,25,52,315
0,0,0,0
22,47,47,101
15,37,37,37
23,45,72,343
15,42,65,322
0,0,0,0
29,59,89,179
11,20,30,140
30,60,79,79
27,56,86,361
21,38,38,38
0,28,58,148
8,16,31,31
0,0,8,8
20,50,80,170
29,52,62,317
30,60,90,365
0,0,0,0
1,1,1,1
30,56,73,348
7,13,28,182
0,0,0,0
0,0,0,259
30,60,90,365
15,28,40,237
30,60,90,180
30,60,90,365
12,38,68,68
30,60,90,90
6,12,23,39
30,50,70,267
10,20,50,314
0,0,0,0
1,1,5,5
14,37,44,95
24,54,84,293
30,60,90,90
25,26,26,26
25,55,85,85
1,1,1,1
0,0,0,0
25,55,85,360
5,9,29,288
30,60,87,200
23,53,83,264
10,40,70,345
30,60,90,365
21,51,73,77
30,60,90,365
10,10,10,10
30,60,90,91
9,29,59,144
5,20,50,140
29,59,89,180
23,53,83,358
28,58,88,363
0,0,0,0
12,42,72,347
0,0,0,0
0,0,0,0
9,21,51,141
7,22,44,267
0,5,35,126
22,52,82,357
18,35,56,325
30,60,90,90
29,59,89,179
0,0,0,0
25,49,79,354
3,26,56,322
5,20,32,249
16,40,70,345
0,28,58,148
30,60,90,365
28,58,88,88
24,26,56,331
0,0,0,0
0,0,0,0
0,0,0,0
13,13,13,13
22,36,52,311
0,0,0,0
29,59,86,355
0,0,3,4
0,0,0,0
18,48,78,78
27,57,87,362
4,33,47,175
29,59,89,364
2,32,62,106
0,0,0,218
2,32,62,337
0,0,0,0
19,38,38,118
29,59,89,364
28,38,65,322
30,60,90,365
7,17,42,300
8,38,61,336
29,59,89,179
26,48,78,159
0,0,0,0
10,27,32,64
30,60,90,365
0,0,0,0
0,0,0,0
30,56,80,244
0,0,0,0
7,8,8,8
23,53,83,84
4,5,10,10
15,15,15,81
16,40,70,345
12,38,68,69
0,0,0,0
27,57,87,362
0,0,0,0
0,0,10,274
23,53,83,358
29,52,82,82
17,36,46,297
0,7,7,7
0,0,0,59
13,38,61,336
22,22,22,22
30,60,90,365
18,48,78,353
5,11,20,107
24,42,72,72
0,0,0,0
21,51,81,356
18,48,78,168
0,0,0,61
0,5,35,36
0,0,0,0
30,60,90,365
7,24,49,166
0,0,0,0
13,30,56,145
0,0,0,0
0,15,15,46
0,0,0,0
30,60,90,90
30,60,90,90
11,37,61,306
23,53,83,358
18,34,56,312
29,46,73,348
0,0,0,0
0,0,0,0
0,0,0,0
17,41,65,320
1,23,43,215
3,8,11,132
30,60,90,90
25,55,85,175
0,0,0,33
11,39,67,333
30,60,90,365
12,31,51,265
18,25,49,231
16,46,76,76
0,27,46,46
0,0,2,6
7,7,7,79
30,51,51,51
2,32,62,337
2,21,46,307
24,54,84,84
0,0,0,75
25,55,85,360
29,59,89,179
11,23,48,228
29,59,89,364
13,29,54,326
5,35,65,65
7,23,32,265
26,52,82,82
11,11,11,151
22,49,74,349
0,0,0,70
14,44,74,349
29,59,89,89
23,53,83,83
16,20,50,50
0,0,0,0
0,0,0,0
29,59,89,179
23,53,83,164
0,0,0,0
30,60,90,365
16,16,16,16
0,16,16,16
0,0,0,0
22,52,82,82
16,37,64,320
18,28,58,277
3,13,34,276
30,60,90,365
29,59,89,89
14,25,55,312
14,37,67,151
0,0,0,0
14,44,69,344
9,9,31,306
0,0,0,4
0,0,21,296
28,58,88,363
0,0,3,38
8,12,36,282
20,37,67,331
29,59,89,179
0,21,51,51
28,58,88,363
0,0,0,0
30,60,90,365
0,5,35,310
21,51,81,171
7,31,61,61
0,0,0,9
19,49,79,94
23,53,72,324
17,47,69,69
13,15,19,19
2,3,6,139
3,13,38,188
13,22,50,219
11,22,46,193
3,6,12,177
30,54,82,357
8,38,68,343
9,39,69,69
28,58,88,178
30,60,90,365
19,48,73,155
9,36,56,72
30,60,90,365
0,0,0,0
28,48,78,353
30,60,90,365
24,54,84,264
30,57,80,305
30,60,90,180
26,51,71,346
30,60,90,365
0,0,0,0
2,7,26,248
9,16,40,306
0,0,4,185
0,0,5,280
30,60,90,365
24,52,81,356
30,60,90,365
30,60,90,180
15,36,66,341
10,10,10,10
30,60,90,365
0,0,0,0
0,0,0,0
29,59,89,169
0,0,0,0
30,60,90,90
8,38,68,343
0,0,0,0
0,0,0,0
0,0,0,0
26,56,86,176
7,8,16,16
29,59,89,364
21,51,81,356
10,40,70,345
20,50,80,355
27,27,27,221
22,52,82,260
30,60,90,365
29,59,89,180
11,32,43,197
5,35,65,340
25,55,85,85
0,10,31,239
9,29,57,264
0,6,36,244
29,59,89,364
4,6,17,38
29,54,81,356
12,39,69,182
0,0,0,0
0,0,0,100
18,46,65,202
27,57,87,360
30,54,54,54
27,57,87,362
27,57,87,177
26,42,66,333
0,0,0,0
27,57,87,362
26,51,79,274
0,0,5,5
9,39,69,69
18,40,67,339
7,30,60,335
0,0,0,0
29,59,89,364
0,0,0,222
9,39,69,69
3,3,3,3
29,56,85,360
0,7,31,306
14,14,14,14
27,57,87,87
7,31,61,81
0,0,0,190
28,58,88,308
1,2,15,186
6,13,13,202
4,4,4,4
3,8,18,245
29,59,89,364
30,60,90,365
11,30,55,189
0,0,0,253
21,51,81,348
8,27,57,267
3,9,22,22
30,60,90,365
0,0,0,0
11,26,47,72
12,21,25,59
24,54,84,359
9,23,53,316
3,3,24,75
2,4,4,4
29,59,78,254
10,40,70,70
14,36,66,156
8,24,24,24
30,60,90,365
9,39,69,344
0,0,0,0
17,47,71,342
20,47,68,343
0,0,6,281
12,24,43,255
6,6,6,6
13,36,36,179
0,30,58,314
29,59,89,364
0,0,2,55
30,60,90,365
8,8,26,26
14,18,27,260
30,60,90,365
0,20,50,230
18,48,78,353
10,27,57,332
9,25,44,282
13,27,27,27
30,60,90,90
6,14,34,309
10,16,40,315
0,0,0,0
0,0,0,0
7,20,41,266
0,0,0,0
2,22,52,142
29,59,89,179
29,59,89,179
0,2,29,29
0,0,0,191
30,60,90,180
30,60,90,90
11,41,71,161
19,49,79,169
30,60,90,365
20,50,80,354
23,46,73,348
3,26,47,311
25,55,78,78
0,0,0,0
15,28,47,106
8,12,12,12
0,0,0,0
29,59,89,364
29,59,89,179
25,55,85,359
23,53,83,358
18,48,78,353
29,59,87,362
0,0,0,0
17,17,17,17
29,59,89,89
30,60,90,365
16,39,65,340
29,59,89,364
29,54,84,311
29,59,89,89
13,30,49,49
28,58,88,178
0,0,0,0
9,20,50,325
30,60,90,365
21,51,81,356
22,52,82,357
0,0,0,0
30,60,90,365
27,57,87,362
0,0,0,0
30,60,90,365
16,46,76,166
4,7,14,244
8,16,43,314
1,17,40,131
8,8,10,10
29,59,89,179
0,0,0,20
30,60,90,365
11,30,60,150
9,17,39,77
23,35,35,56
30,60,90,365
16,16,16,16
25,55,85,360
30,60,90,365
21,51,81,356
30,60,90,365
6,26,56,331
26,56,86,361
30,60,90,365
0,0,0,65
0,0,0,0
10,40,70,101
21,51,81,81
0,0,0,19
13,24,24,24
30,60,90,180
16,40,70,70
30,60,84,356
26,46,76,348
28,56,86,86
25,45,75,75
30,60,90,207
29,59,89,179
30,60,90,365
24,54,84,359
3,32,58,253
18,31,61,336
23,53,83,84
20,50,80,355
14,44,74,349
30,60,90,90
19,45,68,158
5,26,56,260
30,60,90,365
24,54,84,264
6,11,26,297
30,60,90,365
29,59,89,179
0,9,39,39
12,12,12,51
30,60,90,365
6,15,42,224
9,30,60,311
18,48,78,320
24,47,67,327
9,20,50,50
27,57,87,177
0,0,0,0
9,31,39,39
0,0,16,106
15,45,75,350
0,4,28,28
5,14,44,44
30,60,90,365
23,53,72,72
6,6,18,76
0,16,46,226
23,53,83,126
24,54,84,174
13,30,60,208
12,42,72,162
30,60,90,296
2,12,22,107
18,43,49,194
12,36,66,66
29,59,89,89
22,52,82,172
0,1,1,32
15,45,75,75
7,29,59,269
5,16,29,100
0,5,19,278
27,44,73,346
0,0,0,0
12,42,72,276
30,60,90,365
6,6,6,6
29,59,89,330
27,27,27,27
24,54,84,174
9,24,48,73
18,35,54,291
0,0,0,0
21,51,81,356
0,0,0,29
17,31,60,85
30,60,90,186
2,27,30,30
30,60,90,365
29,59,89,364
29,59,89,89
1,1,1,128
0,0,0,31
23,53,83,358
6,23,46,272
24,54,84,359
0,0,0,182
11,32,62,62
7,33,62,63
30,60,90,365
12,29,42,231
1,19,49,194
29,59,89,364
13,15,15,15
0,0,6,281
0,0,12,12
8,17,22,22
2,4,20,20
18,18,18,18
24,54,84,359
20,50,80,355
29,59,89,89
0,0,0,198
0,0,1,115
1,31,61,239
24,54,84,359
4,34,64,162
0,5,35,190
0,26,56,259
30,47,77,242
0,3,7,124
0,13,13,51
30,60,90,365
18,48,78,353
0,0,0,61
1,1,1,1
28,58,88,179
5,13,13,13
29,56,86,86
6,36,66,341
17,42,58,86
30,60,90,365
30,60,90,365
0,21,51,237
30,54,84,85
23,43,68,158
12,22,49,324
28,58,88,363
10,31,50,256
19,48,76,351
30,60,90,365
3,3,3,3
0,0,18,18
23,53,83,358
27,57,87,362
30,60,90,270
4,17,47,137
17,47,77,77
27,56,86,86
0,0,11,286
3,19,49,324
22,42,71,343
8,32,58,140
14,14,14,141
30,60,90,180
8,13,13,13
13,35,61,336
24,48,69,149
11,27,50,255
19,49,79,152
21,51,81,356
22,40,58,321
30,60,90,90
10,18,41,66
16,39,69,344
30,60,90,365
0,0,0,275
30,60,90,365
1,12,29,301
30,60,90,365
30,60,90,365
11,26,56,56
23,47,47,47
24,54,84,359
20,50,80,80
30,60,90,365
4,20,37,189
23,50,80,355
8,23,41,202
30,60,90,365
19,41,63,258
25,55,85,85
27,57,87,362
4,14,43,43
4,9,9,10
9,23,53,311
26,56,86,106
26,32,62,152
29,59,89,89
12,42,65,65
21,50,80,355
23,53,83,263
23,53,83,197
29,59,89,364
5,26,35,310
19,32,61,336
6,23,53,143
30,60,88,199
0,8,35,310
0,4,34,187
7,33,60,150
23,53,83,84
19,49,79,79
25,55,85,360
27,57,87,362
0,0,0,0
30,60,90,365
15,26,49,159
14,23,53,143
5,25,55,330
24,54,84,84
8,18,47,153
12,21,21,21
30,60,90,365
29,53,83,83
3,3,3,3
12,29,42,317
28,58,88,363
0,0,1,89
8,38,68,343
6,36,63,338
1,14,14,14
30,55,68,292
30,60,90,365
3,33,63,338
26,39,58,333
0,6,36,311
6,26,56,317
10,10,10,10
0,9,39,314
0,0,0,0
8,8,8,8
30,60,90,365
22,52,82,357
29,50,80,355
12,16,30,266
19,49,79,354
15,45,75,350
0,0,0,6
3,33,63,334
0,0,0,69
0,0,0,0
14,44,68,328
0,1,1,11
0,0,0,0
11,41,71,346
0,0,0,19
28,58,88,363
8,38,68,339
23,53,83,195
30,60,90,357
5,17,30,262
13,27,47,322
21,21,21,21
0,0,0,71
0,0,0,0
16,46,76,98
3,11,14,237
0,0,0,0
29,59,89,364
4,8,17,266
5,16,27,65
0,0,0,0
8,18,43,280
0,0,0,15
23,53,83,358
30,60,90,365
25,51,78,353
26,47,47,59
23,40,65,315
0,0,0,0
9,30,60,335
0,0,0,163
17,27,57,146
24,54,84,356
13,14,32,38
0,0,0,0
6,14,14,233
0,0,0,249
30,60,90,365
30,60,90,365
9,24,46,126
17,25,44,299
2,4,13,220
12,21,27,283
1,8,16,85
30,60,90,365
27,57,87,362
12,34,52,279
20,43,59,238
30,60,90,365
26,56,86,359
0,8,38,220
0,0,0,0
0,0,0,0
30,60,90,365
6,9,9,9
25,46,66,327
3,17,35,210
0,0,7,185
0,0,0,0
5,12,22,275
25,31,34,298
30,60,90,365
23,33,46,304
19,49,79,169
28,58,88,88
0,0,0,0
25,39,59,309
13,16,19,259
0,0,0,0
0,0,0,0
0,0,0,161
16,31,61,117
30,60,90,319
5,31,61,336
7,9,9,184
0,0,0,232
3,6,23,260
21,51,81,356
12,25,49,313
1,2,6,187
0,0,0,205
17,18,18,254
24,54,84,359
0,0,0,0
30,60,90,365
0,0,0,65
0,0,0,0
0,0,0,254
30,60,90,365
0,30,60,335
27,57,87,87
0,0,0,0
0,21,42,254
0,4,25,86
1,3,3,110
30,60,90,365
12,40,41,271
30,60,90,365
0,0,0,0
30,60,90,365
8,23,43,43
0,0,0,0
30,60,90,365
4,8,14,160
30,60,90,365
28,58,88,307
0,0,0,130
10,34,64,154
6,28,50,308
2,17,37,37
0,0,0,0
26,50,80,355
0,0,0,0
13,21,27,229
0,0,0,230
0,2,4,228
0,0,0,0
18,37,61,150
8,26,56,60
0,0,0,0
30,60,90,365
5,24,50,315
6,13,19,270
10,24,41,306
0,0,0,217
6,20,43,257
16,37,67,336
0,0,0,0
0,8,22,259
30,60,90,365
4,7,23,221
2,20,50,122
13,43,73,348
30,60,90,365
16,34,50,50
6,7,21,21
30,60,90,365
7,23,53,208
1,1,15,196
20,50,80,352
12,42,72,302
23,53,83,264
28,49,79,169
6,15,26,138
30,60,90,365
0,0,0,0
0,0,0,0
11,17,36,311
10,28,54,318
0,0,0,0
8,8,8,8
4,19,46,315
0,7,9,25
0,0,0,0
11,25,26,282
1,1,5,5
0,26,30,140
16,40,70,160
3,30,39,282
5,10,31,280
3,24,47,133
27,54,81,301
0,0,0,0
30,60,90,365
30,60,90,365
0,0,0,0
0,0,0,0
0,0,0,0
8,18,36,299
30,60,90,365
1,31,61,336
30,60,90,365
30,60,90,365
13,18,28,110
27,57,87,362
0,0,0,0
0,0,0,132
27,37,37,75
28,56,84,343
0,0,0,0
6,14,17,20
23,53,83,285
0,0,0,0
0,0,0,0
28,44,71,279
30,56,62,266
13,26,44,244
2,4,4,35
3,17,32,258
8,19,38,38
0,0,0,0
5,18,31,271
15,43,73,163
3,17,38,282
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28,58,88,88
4,27,50,213
0,0,0,2
10,27,44,290
0,0,0,0
29,59,89,364
7,27,53,143
0,0,0,0
0,0,0,0
30,60,90,365
29,59,89,89
10,12,12,220
29,59,89,364
0,0,0,15
30,60,90,365
5,5,10,69
6,36,56,325
3,3,3,3
5,17,21,243
0,0,0,0
8,38,68,343
0,5,5,99
29,59,89,89
30,60,90,365
30,60,90,365
7,37,67,157
6,16,32,291
24,53,83,356
13,31,44,203
0,0,6,267
26,37,67,342
14,40,70,233
0,0,2,134
25,42,52,210
9,29,59,149
0,0,0,0
21,21,26,26
0,0,0,0
4,7,20,82
3,30,32,293
12,40,70,160
30,60,90,365
30,60,90,365
0,0,0,0
0,5,34,34
0,0,0,22
0,0,0,0
30,60,90,365
30,60,90,347
0,0,0,0
20,50,69,139
0,0,0,0
21,51,81,342
0,0,0,0
2,7,14,187
0,11,41,316
30,60,90,365
0,0,0,0
9,10,18,181
3,7,28,284
30,60,90,365
30,60,90,365
30,60,90,365
1,31,61,336
0,0,0,0
1,16,46,136
0,0,0,0
14,44,74,234
0,0,0,0
0,0,0,188
0,0,0,186
0,0,0,0
30,60,90,365
0,0,0,0
8,14,32,241
16,38,68,343
21,24,32,98
19,49,79,354
0,0,0,0
18,44,69,341
28,58,88,363
30,60,90,365
30,60,90,365
7,36,66,157
30,60,90,365
17,42,72,343
0,0,0,0
4,29,59,334
0,0,0,222
0,0,0,0
1,1,1,36
3,7,7,7
0,4,29,272
4,34,64,185
28,58,88,360
1,6,36,311
6,6,6,6
11,28,47,277
11,18,22,255
10,16,29,243
4,12,21,190
0,0,0,0
0,0,8,67
7,14,28,56
27,37,63,314
0,0,0,0
1,13,39,277
11,23,37,130
0,0,0,0
0,0,0,0
30,60,90,365
28,58,88,363
15,22,52,260
0,0,0,0
0,0,0,0
0,4,4,67
0,0,0,0
3,22,37,290
0,0,0,0
3,7,8,166
10,11,21,273
20,26,32,261
13,30,46,235
0,0,0,0
22,51,78,353
30,60,74,74
28,58,87,87
30,60,90,365
0,0,0,0
0,0,0,0
8,14,32,92
0,0,0,0
0,0,0,0
0,0,0,0
30,60,90,365
17,47,77,352
0,0,0,0
21,51,81,262
12,42,72,345
0,0,0,194
30,60,90,365
26,52,78,258
13,39,69,344
28,58,88,178
0,0,0,0
27,57,87,362
0,26,47,138
0,0,0,218
10,36,63,139
2,17,30,260
0,0,0,0
6,16,36,283
13,28,54,326
14,34,50,292
0,0,0,0
18,48,78,78
23,53,83,358
25,55,85,341
13,32,45,312
23,41,71,326
0,8,18,174
29,59,89,364
14,44,74,349
19,49,79,354
30,60,90,365
27,57,87,266
0,0,0,253
30,60,90,365
30,60,90,365
7,30,30,248
30,48,52,124
1,4,11,242
18,25,48,129
24,54,84,351
10,19,24,201
0,0,0,0
0,0,0,0
30,60,90,365
4,7,7,7
13,19,49,140
0,0,0,248
0,0,0,0
4,8,14,233
1,23,53,54
23,40,59,328
9,17,43,318
0,0,0,0
30,60,90,365
4,14,24,60
28,58,88,358
1,3,12,169
22,31,39,303
3,4,10,103
16,31,61,336
6,14,44,172
29,59,89,364
0,10,32,119
0,0,0,0
18,33,46,285
0,0,0,0
1,4,10,261
0,0,0,0
0,0,0,0
0,0,0,0
11,34,60,147
0,0,0,45
6,9,13,102
0,10,10,135
16,31,61,336
0,0,0,0
4,18,41,161
29,59,89,324
0,0,0,0
0,3,28,28
7,14,20,271
1,30,47,293
5,6,11,11
30,60,90,239
0,0,0,0
27,57,87,362
17,38,64,339
23,53,83,173
3,13,20,274
5,10,22,249
0,0,0,0
0,0,0,0
0,1,8,44
23,53,83,258
0,11,11,29
0,2,16,17
0,0,18,293
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30,60,90,365
30,60,90,365
14,44,74,349
0,0,0,0
0,0,0,0
0,0,0,0
6,18,24,243
0,0,0,0
3,3,15,138
0,0,0,0
17,31,51,51
0,0,0,0
30,60,90,365
6,7,10,230
6,6,6,6
18,18,18,236
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
29,59,89,364
0,0,0,0
18,36,66,337
0,0,0,0
0,0,0,0
2,10,18,59
0,0,0,0
0,0,0,0
8,32,55,323
28,36,36,189
14,23,31,271
0,0,0,0
5,17,40,297
30,60,89,89
30,60,90,365
27,57,87,150
0,0,0,0
1,1,1,46
27,57,87,177
0,0,0,0
0,0,0,0
5,24,44,313
0,0,0,0
14,33,63,308
0,0,0,0
7,11,26,301
22,31,45,210
25,55,85,360
0,0,0,0
29,57,86,334
21,51,75,350
15,35,53,292
0,0,0,0
4,7,36,126
11,17,18,90
0,0,0,0
0,10,10,53
11,34,58,267
6,6,18,43
30,60,90,90
29,59,89,364
27,44,62,273
0,0,0,0
0,0,0,0
0,0,0,0
30,60,90,365
30,60,90,365
30,60,90,365
5,10,40,41
14,44,74,349
6,12,27,63
1,18,41,99
0,0,0,0
0,0,0,232
0,0,0,0
7,31,31,31
3,5,27,165
0,0,0,0
0,0,0,0
15,34,40,206
19,49,79,354
4,13,36,281
2,13,42,294
5,35,65,340
3,3,3,129
24,54,78,353
20,50,80,355
30,60,90,365
0,0,0,202
0,0,0,262
0,0,0,0
10,38,65,336
9,39,69,344
30,60,90,365
0,0,0,0
13,24,46,293
23,53,83,358
7,8,8,146
4,34,64,339
0,0,0,0
0,0,0,0
30,60,85,360
10,22,36,87
30,60,90,365
0,0,0,0
0,0,0,0
0,3,13,51
17,17,17,17
30,60,90,365
0,0,0,123
12,42,67,87
18,31,61,62
5,11,16,171
8,20,31,302
29,38,60,335
0,0,0,48
30,60,90,365
0,0,0,0
13,37,67,342
11,24,35,264
0,0,0,0
29,59,89,364
16,19,30,286
6,11,16,190
15,45,64,325
30,60,90,365
30,60,90,365
29,59,89,364
4,8,16,167
0,0,0,0
0,0,0,0
25,55,85,360
17,29,57,326
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,232
0,0,0,0
11,28,58,180
28,58,88,363
0,0,0,0
0,0,0,0
2,8,25,189
6,9,15,82
30,60,67,335
0,0,0,0
0,0,0,0
11,22,37,280
0,0,0,0
30,60,90,365
0,0,0,0
1,21,45,125
30,60,90,365
0,0,0,0
0,0,0,0
1,11,15,71
11,25,53,315
4,10,16,161
30,60,90,365
13,37,67,299
30,60,90,365
22,42,60,328
0,0,0,0
6,18,39,304
30,60,90,365
7,33,57,327
25,55,81,94
0,0,0,0
5,8,36,304
6,26,56,315
9,22,30,235
0,0,0,0
7,24,43,292
0,0,0,0
30,60,90,365
14,25,37,169
15,31,50,286
0,5,23,204
28,58,88,363
14,31,58,114
0,0,0,0
0,0,0,150
0,0,0,241
6,9,23,23
4,4,4,4
0,8,20,99
30,60,90,365
25,54,80,355
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30,60,90,91
0,0,0,0
30,60,90,334
0,7,8,22
0,0,0,46
0,0,0,46
29,59,89,179
0,0,0,0
22,49,75,346
0,0,0,0
10,16,24,223
9,29,47,294
11,17,33,290
18,42,66,333
0,0,0,0
12,36,60,149
19,39,65,336
0,27,53,314
26,55,80,225
0,0,0,0
30,60,90,90
0,0,0,0
4,25,42,295
0,0,0,0
27,57,84,359
0,12,42,317
0,0,0,0
29,59,89,364
30,60,90,365
0,0,0,0
0,0,0,0
8,10,10,244
11,19,32,266
6,6,8,268
30,60,90,365
28,58,88,88
30,60,90,365
2,4,11,145
15,45,75,350
15,45,74,74
30,60,90,365
30,60,90,365
30,60,90,365
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8,16,43,278
12,19,38,292
17,20,42,295
0,2,23,225
0,7,7,10
30,60,90,365
4,25,51,311
30,60,90,365
0,0,0,0
3,21,36,268
0,0,0,0
20,37,55,321
0,25,51,203
13,29,55,316
18,40,70,331
16,26,26,26
0,0,0,0
0,0,0,0
9,27,57,317
5,5,5,70
0,0,0,0
6,21,36,179
0,0,0,0
29,59,89,353
4,6,15,252
0,0,0,0
27,38,38,38
6,9,14,194
4,25,55,330
4,7,18,184
0,0,0,0
0,0,0,0
22,52,82,357
16,32,62,337
0,0,0,138
0,0,0,0
29,49,73,336
17,47,77,352
0,0,0,0
7,18,25,203
30,60,90,180
0,0,0,0
30,60,90,365
0,0,0,0
7,10,15,255
24,36,51,125
29,59,89,364
0,0,27,302
30,60,90,365
0,0,0,0
0,0,0,0
30,60,90,365
0,0,0,0
0,0,0,0
28,58,88,363
30,60,90,365
0,0,0,0
27,57,87,362
22,37,56,325
22,52,82,357
14,19,49,324
26,56,86,87
11,20,50,296
0,0,0,0
30,60,90,365
0,0,0,0
0,3,6,133
0,0,0,0
0,0,0,36
19,49,79,354
28,58,88,363
30,60,90,365
30,60,90,180
30,60,90,365
0,0,0,0
0,0,0,0
30,60,90,365
18,26,49,291
0,0,0,0
16,18,27,302
4,7,9,213
21,44,74,349
3,9,27,240
6,27,57,332
30,60,90,365
27,53,79,354
30,60,90,365
0,0,0,0
6,22,46,215
29,59,89,364
5,24,44,276
0,5,35,310
30,60,90,365
